Gene_name	Start_nt	End_nt	Length	Motif_count	Normalized_count	Extent_methylation
SM2011_b20432	446250	446349	100	0	0	NA
SM2011_b20433	447251	447350	100	0	0	NA
SM2011_b20434	448285	448384	100	0	0	NA
SM2011_b20435	449471	449570	100	0	0	NA
SM2011_b20436	450879	450978	100	0	0	NA
SM2011_b20441	452405	452504	100	0	0	NA
SM2011_b20442	453188	453287	100	1	10	100
SM2011_b20443	454230	454329	100	0	0	NA
SM2011_b20444	454808	454907	100	0	0	NA
SM2011_b20445	456214	456313	100	0	0	NA
SM2011_b20446	457282	457381	100	0	0	NA
SM2011_b20447	458766	458865	100	0	0	NA
SM2011_b20448	460536	460635	100	0	0	NA
SM2011_b20449	461051	461150	100	0	0	NA
SM2011_b20450	462226	462325	100	0	0	NA
SM2011_b20451	464591	464690	100	0	0	NA
SM2011_b20452	465169	465268	100	0	0	NA
SM2011_b20453	466555	466654	100	0	0	NA
SM2011_b20454	466735	466834	100	0	0	NA
SM2011_b20455	467974	468073	100	0	0	NA
SM2011_b20456	467978	468077	100	0	0	NA
SM2011_b20457	470054	470153	100	0	0	NA
SM2011_b20458	470313	470412	100	0	0	NA
SM2011_b20459	471359	471458	100	0	0	NA
SM2011_b20460	472342	472441	100	0	0	NA
SM2011_b20461	474212	474311	100	0	0	NA
SM2011_b20462	474823	474922	100	0	0	NA
SM2011_b20463	475797	475896	100	0	0	NA
SM2011_b20464	476901	477000	100	0	0	NA
SM2011_b20465	478137	478236	100	1	10	98.3
SM2011_b20466	478211	478310	100	0	0	NA
SM2011_b20467	479614	479713	100	0	0	NA
SM2011_b20468	481437	481536	100	0	0	NA
SM2011_b20469	483540	483639	100	0	0	NA
SM2011_b20470	483856	483955	100	0	0	NA
SM2011_b20471	484318	484417	100	0	0	NA
SM2011_b20472	484481	484580	100	0	0	NA
SM2011_b20473	487226	487325	100	0	0	NA
SM2011_b20474	488004	488103	100	0	0	NA
SM2011_b20475	488485	488584	100	0	0	NA
SM2011_b20476	488724	488823	100	0	0	NA
SM2011_b20477	490316	490415	100	0	0	NA
SM2011_b20478	491311	491410	100	0	0	NA
SM2011_b20479	493110	493209	100	0	0	NA
SM2011_b20480	493914	494013	100	0	0	NA
SM2011_b20481	494820	494919	100	0	0	NA
SM2011_b20482	496597	496696	100	0	0	NA
SM2011_b20483	499563	499662	100	0	0	NA
SM2011_b20484	499736	499835	100	0	0	NA
SM2011_b20485	500834	500933	100	0	0	NA
SM2011_b20486	502356	502455	100	0	0	NA
SM2011_b20487	503354	503453	100	0	0	NA
SM2011_b20488	504349	504448	100	0	0	NA
SM2011_b20489	505248	505347	100	0	0	NA
SM2011_b20490	506713	506812	100	0	0	NA
SM2011_b22020	508357	508456	100	0	0	NA
SM2011_b20491	509247	509346	100	0	0	NA
SM2011_b20492	510471	510570	100	0	0	NA
SM2011_b20493	511320	511419	100	0	0	NA
SM2011_b20494	511342	511441	100	0	0	NA
SM2011_b20495	513119	513218	100	0	0	NA
SM2011_b20496	516978	517077	100	0	0	NA
SM2011_b20497	518504	518603	100	0	0	NA
SM2011_b20498	519377	519476	100	0	0	NA
SM2011_b20499	521177	521276	100	0	0	NA
SM2011_b20500	522184	522283	100	0	0	NA
SM2011_b20501	523185	523284	100	0	0	NA
SM2011_b20502	524209	524308	100	0	0	NA
SM2011_b20503	525776	525875	100	0	0	NA
SM2011_b20504	526831	526930	100	0	0	NA
SM2011_b20505	526974	527073	100	0	0	NA
SM2011_b20506	528860	528959	100	0	0	NA
SM2011_b20507	530389	530488	100	0	0	NA
SM2011_b20508	531437	531536	100	0	0	NA
SM2011_b20509	531525	531624	100	0	0	NA
SM2011_b20510	532339	532438	100	0	0	NA
SM2011_b20511	533518	533617	100	0	0	NA
SM2011_b22021	534646	534745	100	0	0	NA
SM2011_b20513	534995	535094	100	0	0	NA
SM2011_b22022	536109	536208	100	0	0	NA
SM2011_b20515	537628	537727	100	0	0	NA
SM2011_b20514	537639	537738	100	0	0	NA
SM2011_b20516	541097	541196	100	0	0	NA
SM2011_b20517	542649	542748	100	0	0	NA
SM2011_b20518	542730	542829	100	0	0	NA
SM2011_b23117	543522	543621	100	0	0	NA
SM2011_b23118	543670	543769	100	0	0	NA
SM2011_b20519	543909	544008	100	0	0	NA
SM2011_b23123	545992	546091	100	0	0	NA
SM2011_b20520	546028	546127	100	0	0	NA
SM2011_b23124	546696	546795	100	0	0	NA
SM2011_b20521	546878	546977	100	0	0	NA
SM2011_b23125	546926	547025	100	0	0	NA
SM2011_b20522	548279	548378	100	0	0	NA
SM2011_b23127	548655	548754	100	0	0	NA
SM2011_b20523	550430	550529	100	0	0	NA
SM2011_b20525	550847	550946	100	0	0	NA
SM2011_b20527	552580	552679	100	0	0	NA
SM2011_b20528	553460	553559	100	1	10	100
SM2011_b20529	554376	554475	100	0	0	NA
SM2011_b20530	554747	554846	100	0	0	NA
SM2011_b20531	554875	554974	100	0	0	NA
SM2011_b20532	555419	555518	100	0	0	NA
SM2011_b20533	556950	557049	100	0	0	NA
SM2011_b23133	557235	557334	100	0	0	NA
SM2011_b20534	558364	558463	100	1	10	98.5
SM2011_b20535	559371	559470	100	0	0	NA
SM2011_b20536	561221	561320	100	0	0	NA
SM2011_b20537	562246	562345	100	0	0	NA
SM2011_b20538	562293	562392	100	0	0	NA
SM2011_b20539	564687	564786	100	0	0	NA
SM2011_b23140	567164	567263	100	0	0	NA
SM2011_b20540	567429	567528	100	0	0	NA
SM2011_b22019	568001	568100	100	0	0	NA
SM2011_b20541	569991	570090	100	0	0	NA
SM2011_b20544	570190	570289	100	0	0	NA
SM2011_b20542	570407	570506	100	0	0	NA
SM2011_b20543	570883	570982	100	0	0	NA
SM2011_b20545	571658	571757	100	0	0	NA
SM2011_b20546	572363	572462	100	0	0	NA
SM2011_b20547	572798	572897	100	0	0	NA
SM2011_b20548	573831	573930	100	0	0	NA
SM2011_b20549	575949	576048	100	0	0	NA
SM2011_b20550	576780	576879	100	0	0	NA
SM2011_b20551	577400	577499	100	0	0	NA
SM2011_b20552	578051	578150	100	0	0	NA
SM2011_b20553	578803	578902	100	1	10	84.6
SM2011_b20554	579968	580067	100	0	0	NA
SM2011_b20555	580133	580232	100	0	0	NA
SM2011_b20556	580546	580645	100	1	10	100
SM2011_b22006	581873	581972	100	0	0	NA
SM2011_b20557	582754	582853	100	0	0	NA
SM2011_b20559	583873	583972	100	0	0	NA
SM2011_b20558	583963	584062	100	0	0	NA
SM2011_b20560	584906	585005	100	0	0	NA
SM2011_b23152	585220	585319	100	0	0	NA
SM2011_b20562	587103	587202	100	0	0	NA
SM2011_b20563	588132	588231	100	0	0	NA
SM2011_b20803	588262	588361	100	0	0	NA
SM2011_b20804	589135	589234	100	0	0	NA
SM2011_b20805	589929	590028	100	0	0	NA
SM2011_b20806	591752	591851	100	0	0	NA
SM2011_b20807	591928	592027	100	0	0	NA
SM2011_b20808	594274	594373	100	0	0	NA
SM2011_b20809	594410	594509	100	0	0	NA
SM2011_b20810	595512	595611	100	0	0	NA
SM2011_b20811	597691	597790	100	0	0	NA
SM2011_b20812	599356	599455	100	0	0	NA
SM2011_b20813	599754	599853	100	0	0	NA
SM2011_b20814	601897	601996	100	0	0	NA
SM2011_b20815	605812	605911	100	0	0	NA
SM2011_b20817	606928	607027	100	0	0	NA
SM2011_b20818	607033	607132	100	2	20	99.55
SM2011_b20819	608167	608266	100	0	0	NA
SM2011_b20820	608594	608693	100	0	0	NA
SM2011_b20821	609901	610000	100	0	0	NA
SM2011_b20822	610946	611045	100	0	0	NA
SM2011_b20823	612912	613011	100	0	0	NA
SM2011_b20824	615859	615958	100	0	0	NA
SM2011_b20825	615923	616022	100	0	0	NA
SM2011_b20826	616761	616860	100	0	0	NA
SM2011_b20827	617464	617563	100	0	0	NA
SM2011_b20828	618328	618427	100	0	0	NA
SM2011_b21663	618600	618699	100	0	0	NA
SM2011_b21664	619116	619215	100	0	0	NA
SM2011_b21665	619443	619542	100	0	0	NA
SM2011_b20829	621626	621725	100	0	0	NA
SM2011_b20830	621785	621884	100	0	0	NA
SM2011_b20831	624305	624404	100	0	0	NA
SM2011_b20832	624965	625064	100	0	0	NA
SM2011_b20833	625741	625840	100	0	0	NA
SM2011_b20834	627036	627135	100	0	0	NA
SM2011_b20835	628120	628219	100	0	0	NA
SM2011_b20836	628430	628529	100	0	0	NA
SM2011_b20837	629195	629294	100	0	0	NA
SM2011_b20838	630306	630405	100	0	0	NA
SM2011_b20839	630868	630967	100	0	0	NA
SM2011_b20841	632035	632134	100	0	0	NA
SM2011_b22007	633378	633477	100	0	0	NA
SM2011_b20842	634668	634767	100	0	0	NA
SM2011_b20843	636240	636339	100	0	0	NA
SM2011_b21013	637091	637190	100	0	0	NA
SM2011_b21014	637677	637776	100	0	0	NA
SM2011_b21015	639384	639483	100	0	0	NA
SM2011_b21016	640402	640501	100	0	0	NA
SM2011_b21017	641412	641511	100	0	0	NA
SM2011_b21018	642440	642539	100	1	10	95.8
SM2011_b21019	643950	644049	100	0	0	NA
SM2011_b21021	644075	644174	100	0	0	NA
SM2011_b21022	645027	645126	100	0	0	NA
SM2011_b21023	646630	646729	100	0	0	NA
SM2011_b21024	647113	647212	100	0	0	NA
SM2011_b21025	647812	647911	100	0	0	NA
SM2011_b21027	649506	649605	100	0	0	NA
SM2011_b21029	649879	649978	100	0	0	NA
SM2011_b21028	649882	649981	100	0	0	NA
SM2011_b21030	651098	651197	100	0	0	NA
SM2011_b21032	651671	651770	100	0	0	NA
SM2011_b21031	651721	651820	100	0	0	NA
SM2011_b21034	652531	652630	100	0	0	NA
SM2011_b23181	652812	652911	100	0	0	NA
SM2011_b21035	653800	653899	100	0	0	NA
SM2011_b21036	653838	653937	100	0	0	NA
SM2011_b21037	654549	654648	100	0	0	NA
SM2011_b21038	656151	656250	100	0	0	NA
SM2011_b21039	657142	657241	100	0	0	NA
SM2011_b21040	658014	658113	100	0	0	NA
SM2011_b21041	659775	659874	100	1	10	100
SM2011_b21042	661127	661226	100	0	0	NA
SM2011_b21043	662978	663077	100	0	0	NA
SM2011_b21044	665734	665833	100	0	0	NA
SM2011_b22008	666263	666362	100	0	0	NA
SM2011_b21695	666761	666860	100	0	0	NA
SM2011_b23184	669323	669422	100	1	10	100
SM2011_b21662	669845	669944	100	0	0	NA
SM2011_b23188	670370	670469	100	0	0	NA
SM2011_b23190	671487	671586	100	0	0	NA
SM2011_b21696	672537	672636	100	0	0	NA
SM2011_b21697	673405	673504	100	0	0	NA
SM2011_b21661	674475	674574	100	0	0	NA
SM2011_b21711	674831	674930	100	0	0	NA
SM2011_b21045	675474	675573	100	0	0	NA
SM2011_b21046	676829	676928	100	0	0	NA
SM2011_b23192	676995	677094	100	0	0	NA
SM2011_b22009	677842	677941	100	0	0	NA
SM2011_b22010	678991	679090	100	0	0	NA
SM2011_b21047	680237	680336	100	0	0	NA
SM2011_b21048	681809	681908	100	0	0	NA
SM2011_b21049	682013	682112	100	0	0	NA
SM2011_b21050	682125	682224	100	0	0	NA
SM2011_b21051	685279	685378	100	0	0	NA
SM2011_b21052	685410	685509	100	0	0	NA
SM2011_b21053	686467	686566	100	0	0	NA
SM2011_b21054	688524	688623	100	0	0	NA
SM2011_b21055	689342	689441	100	0	0	NA
SM2011_b21056	691804	691903	100	0	0	NA
SM2011_b21059	692600	692699	100	0	0	NA
SM2011_b21057	692648	692747	100	0	0	NA
SM2011_b21060	693375	693474	100	0	0	NA
SM2011_b21061	694447	694546	100	0	0	NA
SM2011_b21062	695716	695815	100	0	0	NA
SM2011_b21063	696968	697067	100	0	0	NA
SM2011_b21065	700170	700269	100	0	0	NA
SM2011_b21066	701120	701219	100	0	0	NA
SM2011_b21067	702371	702470	100	0	0	NA
SM2011_b21068	703291	703390	100	0	0	NA
SM2011_b21069	704032	704131	100	0	0	NA
SM2011_b21070	705678	705777	100	0	0	NA
SM2011_b21071	707990	708089	100	0	0	NA
SM2011_b21072	709040	709139	100	1	10	97.1
SM2011_b21073	710835	710934	100	0	0	NA
SM2011_b21074	711806	711905	100	0	0	NA
SM2011_b21075	711986	712085	100	0	0	NA
SM2011_b21076	714442	714541	100	0	0	NA
SM2011_b21078	714780	714879	100	0	0	NA
SM2011_b21077	714882	714981	100	0	0	NA
SM2011_b21079	716417	716516	100	0	0	NA
SM2011_b21080	717449	717548	100	0	0	NA
SM2011_b21081	718310	718409	100	0	0	NA
SM2011_b21082	719889	719988	100	0	0	NA
SM2011_b21083	722328	722427	100	0	0	NA
SM2011_b21084	722768	722867	100	0	0	NA
SM2011_b21085	723184	723283	100	0	0	NA
SM2011_b21086	725839	725938	100	0	0	NA
SM2011_b21087	725883	725982	100	0	0	NA
SM2011_b21088	731139	731238	100	0	0	NA
SM2011_b21089	731201	731300	100	0	0	NA
SM2011_b21090	732358	732457	100	0	0	NA
SM2011_b21091	733799	733898	100	0	0	NA
SM2011_b21092	734814	734913	100	0	0	NA
SM2011_b21093	736318	736417	100	0	0	NA
SM2011_b21094	736412	736511	100	0	0	NA
SM2011_b21095	737875	737974	100	1	10	100
SM2011_b21096	738744	738843	100	0	0	NA
SM2011_b21097	739576	739675	100	0	0	NA
SM2011_b21098	740501	740600	100	0	0	NA
SM2011_b21100	741903	742002	100	0	0	NA
SM2011_b21101	743976	744075	100	0	0	NA
SM2011_b21102	744809	744908	100	0	0	NA
SM2011_b21103	744876	744975	100	0	0	NA
SM2011_b21104	746265	746364	100	0	0	NA
SM2011_b21105	747161	747260	100	0	0	NA
SM2011_b21106	748034	748133	100	0	0	NA
SM2011_b21107	749133	749232	100	0	0	NA
SM2011_b21108	750258	750357	100	0	0	NA
SM2011_b21109	750580	750679	100	0	0	NA
SM2011_b21110	751664	751763	100	0	0	NA
SM2011_b21111	752122	752221	100	0	0	NA
SM2011_b21112	752879	752978	100	0	0	NA
SM2011_b21113	753848	753947	100	0	0	NA
SM2011_b21114	756596	756695	100	0	0	NA
SM2011_b21115	757212	757311	100	0	0	NA
SM2011_b21116	758055	758154	100	0	0	NA
SM2011_b21117	758597	758696	100	0	0	NA
SM2011_b21119	758747	758846	100	0	0	NA
SM2011_b21120	759261	759360	100	0	0	NA
SM2011_b21121	759472	759571	100	0	0	NA
SM2011_b21122	760663	760762	100	0	0	NA
SM2011_b21123	762267	762366	100	0	0	NA
SM2011_b21124	762685	762784	100	0	0	NA
SM2011_b21125	764670	764769	100	0	0	NA
SM2011_b21126	765536	765635	100	1	10	88.5
SM2011_b21127	766398	766497	100	0	0	NA
SM2011_b21128	766776	766875	100	0	0	NA
SM2011_b21129	768937	769036	100	0	0	NA
SM2011_b21130	770152	770251	100	0	0	NA
SM2011_b21131	771049	771148	100	0	0	NA
SM2011_b21132	771899	771998	100	0	0	NA
SM2011_b21133	772921	773020	100	0	0	NA
SM2011_b21134	774244	774343	100	0	0	NA
SM2011_b21135	774300	774399	100	0	0	NA
SM2011_b21136	775206	775305	100	0	0	NA
SM2011_b21137	775874	775973	100	0	0	NA
SM2011_b21138	776547	776646	100	0	0	NA
SM2011_b21139	777351	777450	100	0	0	NA
SM2011_b21140	777731	777830	100	0	0	NA
SM2011_b21216	779816	779915	100	0	0	NA
SM2011_b21217	780754	780853	100	0	0	NA
SM2011_b21218	781776	781875	100	0	0	NA
SM2011_b21219	782621	782720	100	0	0	NA
SM2011_b21220	783544	783643	100	0	0	NA
SM2011_b21221	784980	785079	100	0	0	NA
SM2011_b21222	785104	785203	100	0	0	NA
SM2011_b21223	786541	786640	100	0	0	NA
SM2011_b21224	787440	787539	100	0	0	NA
SM2011_b21225	789338	789437	100	0	0	NA
SM2011_b21226	790224	790323	100	0	0	NA
SM2011_b21227	790961	791060	100	0	0	NA
SM2011_b21228	791950	792049	100	0	0	NA
SM2011_b21229	794244	794343	100	0	0	NA
SM2011_b21230	795590	795689	100	0	0	NA
SM2011_b21231	796813	796912	100	0	0	NA
SM2011_b21232	799172	799271	100	0	0	NA
SM2011_b21233	800005	800104	100	0	0	NA
SM2011_b21234	800394	800493	100	0	0	NA
SM2011_b21235	801813	801912	100	0	0	NA
SM2011_b21236	802157	802256	100	0	0	NA
SM2011_b21237	803088	803187	100	0	0	NA
SM2011_b21239	804055	804154	100	0	0	NA
SM2011_b21240	807747	807846	100	0	0	NA
SM2011_b21241	809353	809452	100	0	0	NA
SM2011_b21242	810513	810612	100	0	0	NA
SM2011_b21243	811615	811714	100	0	0	NA
SM2011_b21244	813204	813303	100	0	0	NA
SM2011_b21245	813524	813623	100	0	0	NA
SM2011_b21246	814837	814936	100	0	0	NA
SM2011_b21247	815570	815669	100	0	0	NA
SM2011_b21248	816325	816424	100	0	0	NA
SM2011_b21249	818490	818589	100	0	0	NA
SM2011_b21250	818797	818896	100	1	10	100
SM2011_b21251	820189	820288	100	0	0	NA
SM2011_b21252	822483	822582	100	0	0	NA
SM2011_b21253	823577	823676	100	0	0	NA
SM2011_b21254	825265	825364	100	0	0	NA
SM2011_b21255	825393	825492	100	0	0	NA
SM2011_b21256	828023	828122	100	0	0	NA
SM2011_b21257	828370	828469	100	0	0	NA
SM2011_b21259	829716	829815	100	0	0	NA
SM2011_b21260	831006	831105	100	0	0	NA
SM2011_b21261	832895	832994	100	0	0	NA
SM2011_b21262	834798	834897	100	0	0	NA
SM2011_b21263	835793	835892	100	0	0	NA
SM2011_b21264	837048	837147	100	0	0	NA
SM2011_b21265	838269	838368	100	0	0	NA
SM2011_b21266	839513	839612	100	0	0	NA
SM2011_b22011	841453	841552	100	0	0	NA
SM2011_b21269	841627	841726	100	0	0	NA
SM2011_b21270	844435	844534	100	0	0	NA
SM2011_b21271	844983	845082	100	0	0	NA
SM2011_b21272	845880	845979	100	0	0	NA
SM2011_b21273	846947	847046	100	0	0	NA
SM2011_b21274	847986	848085	100	0	0	NA
SM2011_b21275	848882	848981	100	0	0	NA
SM2011_b23242	849654	849753	100	0	0	NA
SM2011_b21277	850689	850788	100	0	0	NA
SM2011_b21278	851609	851708	100	0	0	NA
SM2011_b21279	854667	854766	100	0	0	NA
SM2011_b21280	854718	854817	100	0	0	NA
SM2011_b21281	855628	855727	100	0	0	NA
SM2011_b22012	857274	857373	100	0	0	NA
SM2011_b21283	858898	858997	100	0	0	NA
SM2011_b21284	860323	860422	100	0	0	NA
SM2011_b21285	860390	860489	100	0	0	NA
SM2011_b21286	860767	860866	100	0	0	NA
SM2011_b21287	862262	862361	100	0	0	NA
SM2011_b21288	864622	864721	100	0	0	NA
SM2011_b21289	865971	866070	100	0	0	NA
SM2011_b21291	868011	868110	100	0	0	NA
SM2011_b21292	868060	868159	100	0	0	NA
SM2011_b21293	869295	869394	100	0	0	NA
SM2011_b21294	871459	871558	100	1	10	96.9
SM2011_b21295	872068	872167	100	0	0	NA
SM2011_b21296	872337	872436	100	0	0	NA
SM2011_b21297	874922	875021	100	0	0	NA
SM2011_b21298	880378	880477	100	0	0	NA
SM2011_b21299	880518	880617	100	0	0	NA
SM2011_b21300	881404	881503	100	0	0	NA
SM2011_b21301	882413	882512	100	0	0	NA
SM2011_b21302	884922	885021	100	0	0	NA
SM2011_b21303	885398	885497	100	0	0	NA
SM2011_b21304	885860	885959	100	0	0	NA
SM2011_b21143	888324	888423	100	0	0	NA
SM2011_b21144	888462	888561	100	0	0	NA
SM2011_b21145	889457	889556	100	0	0	NA
SM2011_b21146	890653	890752	100	0	0	NA
SM2011_b21147	891591	891690	100	0	0	NA
SM2011_b21148	892517	892616	100	0	0	NA
SM2011_b21149	893690	893789	100	1	10	91.5
SM2011_b21150	894571	894670	100	0	0	NA
SM2011_b21151	895458	895557	100	0	0	NA
SM2011_b21152	896776	896875	100	0	0	NA
SM2011_b21153	897912	898011	100	0	0	NA
SM2011_b21154	898563	898662	100	0	0	NA
SM2011_b21155	900621	900720	100	0	0	NA
SM2011_b21157	901131	901230	100	0	0	NA
SM2011_b21156	901189	901288	100	0	0	NA
SM2011_b21158	901541	901640	100	0	0	NA
SM2011_b21159	902373	902472	100	0	0	NA
SM2011_b21160	903225	903324	100	0	0	NA
SM2011_b21161	905153	905252	100	0	0	NA
SM2011_b21162	906660	906759	100	0	0	NA
SM2011_b21163	909852	909951	100	0	0	NA
SM2011_b21164	910664	910763	100	0	0	NA
SM2011_b21165	912201	912300	100	0	0	NA
SM2011_b21166	913568	913667	100	0	0	NA
SM2011_b21167	914988	915087	100	0	0	NA
SM2011_b21169	916359	916458	100	0	0	NA
SM2011_b21168	916370	916469	100	0	0	NA
SM2011_b21170	917438	917537	100	0	0	NA
SM2011_b21171	918607	918706	100	0	0	NA
SM2011_b22025	919283	919382	100	0	0	NA
SM2011_b21174	921134	921233	100	0	0	NA
SM2011_b21175	922106	922205	100	0	0	NA
SM2011_b21176	923183	923282	100	0	0	NA
SM2011_b21177	924114	924213	100	0	0	NA
SM2011_b21178	925534	925633	100	0	0	NA
SM2011_b21179	926812	926911	100	0	0	NA
SM2011_b21180	927796	927895	100	0	0	NA
SM2011_b21181	927883	927982	100	0	0	NA
SM2011_b21182	929082	929181	100	0	0	NA
SM2011_b21183	932446	932545	100	0	0	NA
SM2011_b21184	932450	932549	100	0	0	NA
SM2011_b21185	935241	935340	100	0	0	NA
SM2011_b21186	936625	936724	100	0	0	NA
SM2011_b21187	936737	936836	100	0	0	NA
SM2011_b21188	937911	938010	100	0	0	NA
SM2011_b21189	939062	939161	100	0	0	NA
SM2011_b21190	940167	940266	100	0	0	NA
SM2011_b21191	941214	941313	100	0	0	NA
SM2011_b21192	944377	944476	100	0	0	NA
SM2011_b21196	944921	945020	100	0	0	NA
SM2011_b21197	946571	946670	100	0	0	NA
SM2011_b21198	947487	947586	100	0	0	NA
SM2011_b21199	948619	948718	100	0	0	NA
SM2011_b21200	951867	951966	100	0	0	NA
SM2011_b21201	953684	953783	100	0	0	NA
SM2011_b21202	953856	953955	100	0	0	NA
SM2011_b21203	954889	954988	100	0	0	NA
SM2011_b21666	955871	955970	100	0	0	NA
SM2011_b21204	957071	957170	100	0	0	NA
SM2011_b21205	958227	958326	100	0	0	NA
SM2011_b21206	959972	960071	100	0	0	NA
SM2011_b21207	960976	961075	100	0	0	NA
SM2011_b21208	961677	961776	100	0	0	NA
SM2011_b21209	963140	963239	100	0	0	NA
SM2011_b21210	963811	963910	100	0	0	NA
SM2011_b21211	963919	964018	100	0	0	NA
SM2011_b21212	965797	965896	100	0	0	NA
SM2011_b21667	966248	966347	100	0	0	NA
SM2011_b21213	966420	966519	100	0	0	NA
SM2011_b21214	967208	967307	100	0	0	NA
SM2011_b21215	969706	969805	100	0	0	NA
SM2011_b21307	970801	970900	100	0	0	NA
SM2011_b21308	972168	972267	100	0	0	NA
SM2011_b21309	974381	974480	100	0	0	NA
SM2011_b21310	975094	975193	100	0	0	NA
SM2011_b21311	976368	976467	100	0	0	NA
SM2011_b21312	977210	977309	100	0	0	NA
SM2011_b21313	979456	979555	100	0	0	NA
SM2011_b21314	980246	980345	100	0	0	NA
SM2011_b21315	981942	982041	100	0	0	NA
SM2011_b21316	983708	983807	100	0	0	NA
SM2011_b21317	983804	983903	100	0	0	NA
SM2011_b21318	984526	984625	100	0	0	NA
SM2011_b21319	985951	986050	100	0	0	NA
SM2011_b21320	987422	987521	100	0	0	NA
SM2011_b21321	990138	990237	100	0	0	NA
SM2011_b21322	991359	991458	100	0	0	NA
SM2011_b21323	992518	992617	100	0	0	NA
SM2011_b21324	993668	993767	100	0	0	NA
SM2011_b21325	994587	994686	100	0	0	NA
SM2011_b21326	995147	995246	100	0	0	NA
SM2011_b21327	996229	996328	100	0	0	NA
SM2011_b21328	998096	998195	100	0	0	NA
SM2011_b21329	998325	998424	100	0	0	NA
SM2011_b21330	998440	998539	100	0	0	NA
SM2011_b21331	998881	998980	100	0	0	NA
SM2011_b21332	999475	999574	100	0	0	NA
SM2011_b21333	1000027	1000126	100	0	0	NA
SM2011_b21334	1000535	1000634	100	0	0	NA
SM2011_b21335	1002571	1002670	100	0	0	NA
SM2011_b21336	1002718	1002817	100	0	0	NA
SM2011_b21337	1003789	1003888	100	0	0	NA
SM2011_b21338	1004455	1004554	100	0	0	NA
SM2011_b21339	1005362	1005461	100	0	0	NA
SM2011_b21340	1005691	1005790	100	0	0	NA
SM2011_b21341	1007713	1007812	100	0	0	NA
SM2011_b21342	1008765	1008864	100	0	0	NA
SM2011_b21343	1009776	1009875	100	0	0	NA
SM2011_b21344	1011271	1011370	100	0	0	NA
SM2011_b21345	1012354	1012453	100	0	0	NA
SM2011_b21346	1012417	1012516	100	0	0	NA
SM2011_b21347	1014041	1014140	100	0	0	NA
SM2011_b21348	1014815	1014914	100	0	0	NA
SM2011_b21349	1015660	1015759	100	0	0	NA
SM2011_b21350	1016554	1016653	100	0	0	NA
SM2011_b21351	1017834	1017933	100	0	0	NA
SM2011_b21352	1018378	1018477	100	0	0	NA
SM2011_b21353	1019468	1019567	100	2	20	100
SM2011_b21354	1020908	1021007	100	0	0	NA
SM2011_b21355	1020966	1021065	100	0	0	NA
SM2011_b21356	1022080	1022179	100	0	0	NA
SM2011_b21357	1023170	1023269	100	0	0	NA
SM2011_b21358	1024336	1024435	100	0	0	NA
SM2011_b21359	1024386	1024485	100	0	0	NA
SM2011_b21360	1024702	1024801	100	0	0	NA
SM2011_b21361	1024950	1025049	100	0	0	NA
SM2011_b21362	1025574	1025673	100	0	0	NA
SM2011_b21668	1026155	1026254	100	0	0	NA
SM2011_b21363	1026440	1026539	100	0	0	NA
SM2011_b21364	1029197	1029296	100	0	0	NA
SM2011_b21669	1029523	1029622	100	0	0	NA
SM2011_b21365	1029642	1029741	100	0	0	NA
SM2011_b21366	1029791	1029890	100	0	0	NA
SM2011_b21367	1030363	1030462	100	0	0	NA
SM2011_b21368	1031484	1031583	100	1	10	100
SM2011_b21369	1032471	1032570	100	0	0	NA
SM2011_b21370	1033541	1033640	100	0	0	NA
SM2011_b21371	1036074	1036173	100	0	0	NA
SM2011_b21372	1037608	1037707	100	0	0	NA
SM2011_b21373	1039000	1039099	100	0	0	NA
SM2011_b21374	1039944	1040043	100	0	0	NA
SM2011_b21375	1040930	1041029	100	0	0	NA
SM2011_b21376	1042438	1042537	100	0	0	NA
SM2011_b21377	1043430	1043529	100	0	0	NA
SM2011_b21378	1044046	1044145	100	0	0	NA
SM2011_b21379	1044085	1044184	100	0	0	NA
SM2011_b21380	1045236	1045335	100	0	0	NA
SM2011_b21381	1045602	1045701	100	0	0	NA
SM2011_b21382	1046139	1046238	100	0	0	NA
SM2011_b21383	1047263	1047362	100	0	0	NA
SM2011_b21384	1048110	1048209	100	0	0	NA
SM2011_b21385	1048244	1048343	100	0	0	NA
SM2011_b21525	1050801	1050900	100	0	0	NA
SM2011_b21526	1050857	1050956	100	0	0	NA
SM2011_b21527	1051965	1052064	100	0	0	NA
SM2011_b21528	1052770	1052869	100	0	0	NA
SM2011_b21670	1053714	1053813	100	0	0	NA
SM2011_b21529	1054125	1054224	100	0	0	NA
SM2011_b21530	1055567	1055666	100	1	10	75.2
SM2011_b21531	1057403	1057502	100	0	0	NA
SM2011_b21532	1058440	1058539	100	0	0	NA
SM2011_b21533	1059575	1059674	100	0	0	NA
SM2011_b21534	1060440	1060539	100	1	10	81.5
SM2011_b21535	1063903	1064002	100	0	0	NA
SM2011_b21536	1063911	1064010	100	0	0	NA
SM2011_b21537	1065683	1065782	100	0	0	NA
SM2011_b21538	1066907	1067006	100	0	0	NA
SM2011_b21539	1068178	1068277	100	0	0	NA
SM2011_b21671	1069642	1069741	100	0	0	NA
SM2011_b21540	1070353	1070452	100	0	0	NA
SM2011_b21541	1071498	1071597	100	0	0	NA
SM2011_b21542	1072634	1072733	100	0	0	NA
SM2011_b21543	1074861	1074960	100	0	0	NA
SM2011_b21544	1078325	1078424	100	0	0	NA
